省,城市,链接,行政区,小区,均价,地址,lng,lat,gclng,gclat,wgs84lng,wgs84lat,物业类型,权属类别,竣工时间,产权年限,户数,总建筑面积,容积率,绿化率,建筑类型,商圈,水电,停车位,物业费,停车费,车位管理费,物业公司,开发商
山西,太原,https://ty.anjuke.com/community/view/1469936,万柏林,桃杏村自建房,1978,万柏林 - 万柏林周边 - 白家庄路,112.443175,37.841665,112.436769,37.835327,112.430105,37.834499,暂无,集体租赁住房和城中村,暂无,70年,暂无,暂无,0.5,暂无,低层, 万柏林周边 ,暂无,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1465258,尖草坪,兰岗村自建房,1978,尖草坪 - 南寨 - 新兰路,112.539455,38.01725,112.532991,38.011204,112.52661,38.010654,暂无,集体租赁住房和城中村,暂无,70年,暂无,暂无,0.5,暂无,低层, 南寨 ,暂无,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1407787,尖草坪,新店村自建房,1985,尖草坪 - 光社 - 新店街,112.57386,37.958738,112.567447,37.952419,112.561165,37.951932,暂无,集体租赁住房和城中村,暂无,70年,暂无,暂无,0.5,暂无,低层, 光社 ,暂无,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1324369,晋源,黄冶村自建房,2000,晋源 - 晋祠 - 黄要线,112.412583,37.768821,112.406078,37.762896,112.399401,37.762042,暂无,集体租赁住房和城中村,暂无,70年,暂无,暂无,0.5,暂无,低层, 晋祠 ,暂无,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1324379,小店,西家凹村自建房,2000,小店 - 许坦东街 - 001乡道,112.684278,37.834669,112.677872,37.828327,112.671506,37.827755,暂无,集体租赁住房和城中村,暂无,70年,暂无,暂无,0.5,暂无,低层, 许坦东街 ,暂无,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1312284,万柏林,小塔村自建房,2000,万柏林 - 东社 - 光明一巷,112.336497,37.956938,112.330077,37.95064,112.323498,37.949917,暂无,集体租赁住房和城中村,暂无,70年,暂无,暂无,0.5,暂无,低层, 东社 ,暂无,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1324373,尖草坪,郭家窑村自建房,2000,尖草坪 - 南寨 - 二五六县道,112.574434,38.011377,112.568057,38.005074,112.56177,38.0046,暂无,集体租赁住房和城中村,暂无,70年,暂无,暂无,0.5,暂无,低层, 南寨 ,暂无,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1500512,尖草坪,岗北村自建房,2000,尖草坪 - 上兰 - 256县道,112.520751,38.038382,112.514175,38.032632,112.507724,38.032032,暂无,集体租赁住房和城中村,暂无,70年,暂无,暂无,0.5,暂无,低层, 上兰 ,暂无,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1502463,阳曲,南高庄村自建房,2000,阳曲 - 阳曲城区 - 中堡街,112.735145,38.201669,112.728532,38.195943,112.722007,38.195361,暂无,集体租赁住房和城中村,暂无,70年,暂无,暂无,0.5,暂无,低层, 阳曲城区 ,暂无,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1371330,小店,东草寨村自建房,2014,小店 - 汾东北路 - 二零八国道,112.512291,37.679007,112.50569,37.673331,112.49925,37.672653,暂无,集体租赁住房和城中村,暂无,70年,暂无,暂无,0.5,暂无,低层, 汾东北路 ,暂无,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1298599,晋源,东庄营村自建房,2014,晋源 - 晋祠 - 新晋祠路,112.48122,37.698128,112.474681,37.692207,112.468129,37.69144,暂无,集体租赁住房和城中村,暂无,70年,暂无,暂无,1.2,暂无,多层, 晋祠 ,暂无,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1310909,小店,东温庄村自建房,2014,小店 - 小店周边 - 农谷大道,112.652501,37.725788,112.645961,37.719853,112.639686,37.719326,暂无,集体租赁住房和城中村,暂无,70年,暂无,暂无,0.5,暂无,低层, 小店周边 ,暂无,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1290610,尖草坪,向阳店自建房,2014,尖草坪 - 南寨 - 新兰路,112.514754,37.999674,112.508163,37.993985,112.501694,37.993358,暂无,集体租赁住房和城中村,暂无,70年,暂无,暂无,1.2,暂无,多层, 南寨 ,暂无,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1021424,晋源,杏坪小区,2030,晋源 - 晋祠 - 039省道,112.395637,37.65869,112.389055,37.652996,112.382401,37.652146,公寓住宅,小产权房,2011年竣工,70年,80户,暂无,1.2,0.3,多层, 晋祠 ,民用,30(1:0.4),0.30元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1294990,杏花岭,小返村自建房,2042,杏花岭 - 七府 - 232县道,112.625962,37.955422,112.619329,37.949753,112.61307,37.94929,暂无,集体租赁住房和城中村,暂无,70年,暂无,暂无,1.2,暂无,多层, 七府 ,暂无,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1493240,清徐,金色家园,2050,清徐 - 徐沟镇 - 民乐街,112.514664,37.555908,112.508071,37.550218,112.501655,37.549557,公寓住宅,商品房住宅,2014年竣工,70年,暂无,暂无,1.2,0.3,多层, 徐沟镇 ,民用,暂无,0.5,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1259348,清徐,高白兴东小区,2050,清徐 - 东于镇 - 239县道,112.265393,37.592101,112.258762,37.586431,112.252325,37.585765,公寓住宅,商品房住宅,2006年竣工,70年,570户,暂无,1.2,0.3,多层, 东于镇 ,民用,100(1:0.2),0.50元/平米/月,地面300.00元/月,地面300.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1259432,清徐,幸福嘉苑,2050,清徐 - 东于镇 - 南大街,112.276401,37.599436,112.269784,37.593722,112.263345,37.593052,公寓住宅,商品房住宅,2011年竣工,70年,218户,暂无,1.2,0.3,多层, 东于镇 ,民用,暂无,0.50元/平米/月,地面300.00元/月,地面300.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1259364,清徐,佳宜苑,2050,清徐 - 东于镇 - 307国道,112.299406,37.609666,112.292909,37.60361,112.286445,37.602917,公寓住宅,商品房住宅,1998年竣工,70年,396户,暂无,1.2,0.2,多层, 东于镇 ,民用,100(1:0.3),0.50元/平米/月,地面300.00元/月,地面300.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1438384,尖草坪,峙头村自建房,2057,尖草坪 - 尖草坪周边 - 汾西公路,112.476825,37.967128,112.470307,37.961128,112.463708,37.960388,暂无,集体租赁住房和城中村,暂无,70年,暂无,暂无,暂无,暂无,多层, 尖草坪周边 ,暂无,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1209092,尖草坪,兰苑小区,2060,尖草坪 - 上兰 - 兰伙路6号,112.460588,38.012626,112.454191,38.006383,112.447542,38.005616,公寓住宅,小产权房,2000年竣工,70年,240户,暂无,1.2,0.3,多层, 上兰 ,民用,100(1:0.4),0.50元/平米/月,地面200.00元/月,地面200.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1390584,阳曲,大屯庄村自建房,2064,阳曲 - 阳曲城区 - 北大街,112.709116,38.069193,112.702641,38.06306,112.696184,38.062488,暂无,集体租赁住房和城中村,暂无,70年,暂无,暂无,0.5,暂无,低层, 阳曲城区 ,暂无,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1322747,杏花岭,小窑头村自建房,2085,杏花岭 - 杨家峪 - 马道坡街,112.654214,37.886902,112.647717,37.880948,112.64142,37.880439,暂无,集体租赁住房和城中村,暂无,70年,暂无,暂无,0.5,暂无,低层, 杨家峪 ,暂无,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1324383,杏花岭,丈子头村自建房,2085,杏花岭 - 中涧河 - 丈子头街,112.618222,37.935148,112.61161,37.929452,112.60536,37.928988,暂无,集体租赁住房和城中村,暂无,70年,暂无,暂无,0.5,暂无,低层, 中涧河 ,暂无,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1407789,古交,上林别苑,2090,古交 - 古交城区 - 利民街,112.047538,37.85407,112.040976,37.848218,112.034344,37.84747,公寓住宅,小产权房,2003年竣工,70年,暂无,暂无,1.2,0.3,多层, 古交城区 ,民用,暂无,0.50元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1851479,清徐,东兴小区北区,2100,清徐-东于镇-东兴大街,112.276052,37.597102,112.269434,37.591391,112.262995,37.590721,住宅,商品房住宅,暂无,其它,暂无,暂无,暂无,暂无,多层,东于镇,民用,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1297114,尖草坪,中下温村自建房,2100,尖草坪 - 南寨 - 阳兴大道,112.521896,37.987745,112.515319,37.981979,112.508878,37.981372,暂无,集体租赁住房和城中村,暂无,70年,暂无,暂无,1.2,暂无,多层, 南寨 ,暂无,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1259290,娄烦,滨河小区(娄烦),2100,娄烦 - 娄烦城区 - 滨河北路,111.804844,38.07144,111.79826,38.065626,111.791735,38.065056,公寓住宅,商品房住宅,2012年竣工,70年,96户,暂无,1.2,0.3,多层, 娄烦城区 ,民用,100(1:1.0),0.50元/平米/月,地面300.00元/月,地面300.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1289764,小店,孙家寨村自建房,2142,小店 - 汾东北路 - 北大街,112.538814,37.698434,112.532316,37.692389,112.52597,37.691789,暂无,集体租赁住房和城中村,暂无,70年,暂无,暂无,1.2,暂无,多层, 汾东北路 ,暂无,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1295813,小店,寺庄村自建房,2142,小店 - 小店周边 - 崇商路,112.666138,37.745641,112.659692,37.739477,112.653384,37.73893,暂无,集体租赁住房和城中村,暂无,70年,暂无,暂无,1.2,暂无,多层, 小店周边 ,暂无,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1370204,杏花岭,耿家庄村自建房,2142,杏花岭 - 七府 - 001乡道,112.60692,37.944612,112.600345,37.938782,112.594097,37.938321,暂无,集体租赁住房和城中村,暂无,70年,暂无,暂无,0.5,暂无,低层, 七府 ,暂无,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1259407,清徐,仁义小区B区,2150,"清徐 - 马峪乡 - 紫林路,近四圆西路",112.346696,37.629665,112.340255,37.623501,112.333692,37.622725,公寓住宅,商品房住宅,2011年竣工,70年,370户,暂无,1.2,0.3,多层, 马峪乡 ,民用,100(1:0.3),0.50元/平米/月,地面300.00元/月,地面300.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1204058,古交,东方美庐小区,2150,古交 - 古交城区 - 义学路,112.186829,37.906853,112.180404,37.900685,112.173803,37.899951,公寓住宅,商品房住宅,2005年竣工,70年,248户,暂无,1.2,0.3,多层, 古交城区 ,民用,100(1:0.4),0.50元/平米/月,地面300.00元/月,地面300.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1183044,古交,检察院宿舍(古交),2150,古交 - 古交城区 - 义学路33号,112.183681,37.907834,112.177238,37.901716,112.170629,37.900975,公寓住宅,单位集体自建房,1998年竣工,70年,48户,暂无,1.2,0.2,多层, 古交城区 ,民用,100(1:2.1),0.50元/平米/月,地面300.00元/月,地面300.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1179654,古交,广电局宿舍,2150,古交 - 古交城区 - 创业街1号,112.181216,37.910211,112.174758,37.904133,112.168142,37.903389,公寓住宅,单位集体自建房,1995年竣工,70年,85户,暂无,1.2,0.2,多层, 古交城区 ,民用,100(1:1.2),0.50元/平米/月,地面300.00元/月,地面300.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1088556,古交,商业局宿舍(古交),2150,古交 - 古交城区 - 川西一条1号,112.175522,37.912338,112.169029,37.906359,112.162398,37.905605,公寓住宅,单位集体自建房,1998年竣工,70年,105户,暂无,1.2,0.2,多层, 古交城区 ,民用,100(1:1.0),0.50元/平米/月,地面300.00元/月,地面300.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1259287,娄烦,御景苑(娄烦),2150,娄烦 - 娄烦城区 - 滨河南路,111.791341,38.065503,111.784714,38.059822,111.778169,38.059235,公寓住宅,商品房住宅,2013年竣工,70年,1572户,暂无,1.2,0.3,多层, 娄烦城区 ,民用,100(1:0.1),0.50元/平米/月,地面300.00元/月,地面300.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1259296,娄烦,国税局宿舍(娄烦),2150,娄烦 - 娄烦城区 - 北大街,111.795958,38.069533,111.78934,38.063822,111.7828,38.06324,公寓住宅,单位集体自建房,1998年竣工,70年,60户,暂无,1.2,0.2,多层, 娄烦城区 ,民用,100(1:1.7),0.50元/平米/月,地面300.00元/月,地面300.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1259303,娄烦,农机局宿舍(娄烦),2150,娄烦 - 娄烦城区 - 南大街,111.803472,38.072065,111.796881,38.06627,111.790354,38.065698,公寓住宅,单位集体自建房,1998年竣工,70年,80户,暂无,1.2,0.2,多层, 娄烦城区 ,民用,100(1:1.3),0.50元/平米/月,地面300.00元/月,地面300.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1021423,晋源,汇鑫小区,2160,晋源 - 晋祠 - 039省道,112.397479,37.657916,112.390903,37.652205,112.384247,37.651354,公寓住宅,小产权房,2000年竣工,70年,216户,暂无,1.2,0.3,多层, 晋祠 ,民用,40(1:0.2),0.30元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1390585,尖草坪,东张村自建房,2171,尖草坪 - 南寨 - 兴峪街,112.561777,37.979218,112.555381,37.972888,112.54907,37.972384,暂无,集体租赁住房和城中村,暂无,70年,暂无,暂无,0.5,暂无,低层, 南寨 ,暂无,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1020560,晋源,赵家山新村,2180,晋源 - 晋祠 - 新晋祠路,112.51581,37.722978,112.509192,37.71727,112.50276,37.716604,公寓住宅,小产权房,2000年竣工,70年,144户,暂无,1.2,0.3,多层, 晋祠 ,民用,150(1:1.0),0.60元/平米/月,地面150.00元/月,地面150.00元/月,街道办事处（居委会）代管物业,暂无
山西,太原,https://ty.anjuke.com/community/view/1439722,万柏林,小西铭村自建房,2185,万柏林 - 万柏林周边 - 新建街,112.431976,37.868514,112.425561,37.86227,112.41888,37.861436,暂无,集体租赁住房和城中村,暂无,70年,暂无,暂无,0.5,暂无,低层, 万柏林周边 ,暂无,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1076473,清徐,西北坊北小区,2190,清徐 - 徐沟镇 - 民乐街,112.512988,37.5675,112.50638,37.561818,112.499956,37.561149,公寓住宅,小产权房,2002年竣工,70年,326户,暂无,1.2,0.3,多层, 徐沟镇 ,民用,100(1:0.3),0.50元/平米/月,地面300.00元/月,地面300.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1313079,阳曲,中社村自建房,2192,阳曲 - 阳曲城区 - 中社路,112.689344,38.060925,112.682944,38.054586,112.676538,38.054049,暂无,集体租赁住房和城中村,暂无,70年,暂无,暂无,0.5,暂无,低层, 阳曲城区 ,暂无,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1306104,阳曲,北郑村自建房,2192,阳曲 - 阳曲城区 - 北郑村北郑大街,112.689443,38.069969,112.683038,38.063629,112.676631,38.063094,暂无,集体租赁住房和城中村,暂无,70年,暂无,暂无,0.5,暂无,低层, 阳曲城区 ,暂无,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1241388,古交,西岭头小区,2200,古交 - 古交城区 - 大川东路,112.17731,37.895563,112.170834,37.889555,112.16421,37.888801,公寓住宅,商品房住宅,1997年竣工,70年,371户,暂无,1.2,0.2,多层, 古交城区 ,民用,100(1:0.3),0.50元/平米/月,地面300.00元/月,地面300.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1241363,古交,福康苑东区,2200,古交 - 古交城区 - 大川西路,112.179049,37.898008,112.172583,37.89197,112.165963,37.891219,公寓住宅,商品房住宅,2000年竣工,70年,1192户,暂无,1.2,0.3,多层, 古交城区 ,民用,500(1:0.4),0.60元/平米/月,地面150.00元/月,地面150.00元/月,福康物业,单位自建
山西,太原,https://ty.anjuke.com/community/view/1188101,古交,文欣苑,2200,古交 - 古交城区 - 青山路,112.171142,37.904904,112.164627,37.899003,112.157987,37.898239,公寓住宅,商品房住宅,2005年竣工,70年,807户,暂无,1.2,0.3,多层, 古交城区 ,民用,暂无,1.00元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1241378,古交,康乐小区(古交),2200,古交 - 古交城区 - 大川东路55号,112.178589,37.910647,112.172115,37.904615,112.165493,37.903866,公寓住宅,商品房住宅,2017年竣工,70年,242户,暂无,1.2,0.3,多层, 古交城区 ,民用,90(1:0.4),0.50元/平米/月,地面200.00元/月,地面200.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1241392,古交,信用联社宿舍,2200,古交 - 古交城区 - 大川西路39号,112.174845,37.91111,112.168348,37.905144,112.161716,37.904387,公寓住宅,单位集体自建房,1998年竣工,70年,36户,暂无,1.2,0.2,多层, 古交城区 ,民用,100(1:2.8),0.50元/平米/月,地面300.00元/月,地面300.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1195902,古交,龙泉山庄,2200,古交 - 古交城区 - 大川西路37号,112.173823,37.911843,112.16732,37.905894,112.160685,37.905136,公寓住宅,小产权房,1995年竣工,70年,562户,暂无,2.5,0.2,高层, 古交城区 ,民用,100(1:0.2),0.50元/平米/月,地面300.00元/月,地面300.00元/月,业主自管,单位自建
